species,scientific_name,start_time,end_time,confidence,label,File,timestamp_str,duration
Indian Scops-Owl,Otus bakkamoena,3.0,6.0,0.11426643282175064,Otus bakkamoena_Indian Scops-Owl,20250610_071400.WAV,20250610_071400,3.0
Indian Nightjar,Caprimulgus asiaticus,6.0,9.0,0.18725422024726868,Caprimulgus asiaticus_Indian Nightjar,20250610_071400.WAV,20250610_071400,3.0
Common Virtuoso Katydid,Amblycorypha longinicta,9.0,12.0,0.2035202831029892,Amblycorypha longinicta_Common Virtuoso Katydid,20250610_071400.WAV,20250610_071400,3.0
Russet-crowned Crake,Anurolimnas viridis,33.0,36.0,0.1438763290643692,Anurolimnas viridis_Russet-crowned Crake,20250610_071400.WAV,20250610_071400,3.0
Barn Owl,Tyto alba,42.0,45.0,0.19833970069885254,Tyto alba_Barn Owl,20250610_071400.WAV,20250610_071400,3.0
Oriental Scops-Owl,Otus sunia,42.0,45.0,0.13380764424800873,Otus sunia_Oriental Scops-Owl,20250610_071400.WAV,20250610_071400,3.0
Barn Owl,Tyto alba,45.0,48.0,0.1702069193124771,Tyto alba_Barn Owl,20250610_071400.WAV,20250610_071400,3.0
Common True Katydid,Pterophylla camellifolia,48.0,51.0,0.1045270785689354,Pterophylla camellifolia_Common True Katydid,20250610_071400.WAV,20250610_071400,3.0
Oriental Scops-Owl,Otus sunia,51.0,54.0,0.2087005376815796,Otus sunia_Oriental Scops-Owl,20250610_071400.WAV,20250610_071400,3.0
Oriental Scops-Owl,Otus sunia,3.0,6.0,0.18465013802051544,Otus sunia_Oriental Scops-Owl,20250610_071500.WAV,20250610_071500,3.0
Common True Katydid,Pterophylla camellifolia,6.0,9.0,0.1530836671590805,Pterophylla camellifolia_Common True Katydid,20250610_071500.WAV,20250610_071500,3.0
Barn Owl,Tyto alba,6.0,9.0,0.1395896077156067,Tyto alba_Barn Owl,20250610_071500.WAV,20250610_071500,3.0
Oriental Scops-Owl,Otus sunia,12.0,15.0,0.17411640286445618,Otus sunia_Oriental Scops-Owl,20250610_071500.WAV,20250610_071500,3.0
Common True Katydid,Pterophylla camellifolia,18.0,21.0,0.29977190494537354,Pterophylla camellifolia_Common True Katydid,20250610_071500.WAV,20250610_071500,3.0
Barn Owl,Tyto alba,18.0,21.0,0.10309356451034546,Tyto alba_Barn Owl,20250610_071500.WAV,20250610_071500,3.0
Barn Owl,Tyto alba,36.0,39.0,0.12211664021015167,Tyto alba_Barn Owl,20250610_071500.WAV,20250610_071500,3.0
Cinnamon Screech-Owl,Megascops petersoni,45.0,48.0,0.19220201671123505,Megascops petersoni_Cinnamon Screech-Owl,20250610_071500.WAV,20250610_071500,3.0
Barn Owl,Tyto alba,6.0,9.0,0.14889968931674957,Tyto alba_Barn Owl,20250610_071600.WAV,20250610_071600,3.0
Common True Katydid,Pterophylla camellifolia,6.0,9.0,0.12196490913629532,Pterophylla camellifolia_Common True Katydid,20250610_071600.WAV,20250610_071600,3.0
Barn Owl,Tyto alba,9.0,12.0,0.1540302187204361,Tyto alba_Barn Owl,20250610_071600.WAV,20250610_071600,3.0
Cinnamon Screech-Owl,Megascops petersoni,9.0,12.0,0.1198556125164032,Megascops petersoni_Cinnamon Screech-Owl,20250610_071600.WAV,20250610_071600,3.0
Common True Katydid,Pterophylla camellifolia,12.0,15.0,0.1258649230003357,Pterophylla camellifolia_Common True Katydid,20250610_071600.WAV,20250610_071600,3.0
Oriental Scops-Owl,Otus sunia,3.0,6.0,0.12466289103031158,Otus sunia_Oriental Scops-Owl,20250610_071700.WAV,20250610_071700,3.0
Indian Scops-Owl,Otus bakkamoena,3.0,6.0,0.11165918409824371,Otus bakkamoena_Indian Scops-Owl,20250610_071700.WAV,20250610_071700,3.0
Barn Owl,Tyto alba,18.0,21.0,0.11185834556818008,Tyto alba_Barn Owl,20250610_071700.WAV,20250610_071700,3.0
Barn Owl,Tyto alba,33.0,36.0,0.1866614818572998,Tyto alba_Barn Owl,20250610_071700.WAV,20250610_071700,3.0
Barn Owl,Tyto alba,48.0,51.0,0.22309112548828125,Tyto alba_Barn Owl,20250610_071700.WAV,20250610_071700,3.0
Barn Owl,Tyto alba,51.0,54.0,0.18622832000255585,Tyto alba_Barn Owl,20250610_071700.WAV,20250610_071700,3.0
Common True Katydid,Pterophylla camellifolia,3.0,6.0,0.11099903285503387,Pterophylla camellifolia_Common True Katydid,20250610_071800.WAV,20250610_071800,3.0
Costa's Hummingbird,Calypte costae,9.0,12.0,0.15753641724586487,Calypte costae_Costa's Hummingbird,20250610_071800.WAV,20250610_071800,3.0
Anna's Hummingbird,Calypte anna,12.0,15.0,0.19195683300495148,Calypte anna_Anna's Hummingbird,20250610_071800.WAV,20250610_071800,3.0
Barn Owl,Tyto alba,21.0,24.0,0.11105573177337646,Tyto alba_Barn Owl,20250610_071800.WAV,20250610_071800,3.0
Barn Owl,Tyto alba,24.0,27.0,0.13584701716899872,Tyto alba_Barn Owl,20250610_071800.WAV,20250610_071800,3.0
Common True Katydid,Pterophylla camellifolia,27.0,30.0,0.11543524265289307,Pterophylla camellifolia_Common True Katydid,20250610_071800.WAV,20250610_071800,3.0
Juniper Titmouse,Baeolophus ridgwayi,30.0,33.0,0.13995790481567383,Baeolophus ridgwayi_Juniper Titmouse,20250610_071800.WAV,20250610_071800,3.0
Common True Katydid,Pterophylla camellifolia,36.0,39.0,0.394345760345459,Pterophylla camellifolia_Common True Katydid,20250610_071800.WAV,20250610_071800,3.0
Barn Owl,Tyto alba,36.0,39.0,0.20730121433734894,Tyto alba_Barn Owl,20250610_071800.WAV,20250610_071800,3.0
Barn Owl,Tyto alba,51.0,54.0,0.107356496155262,Tyto alba_Barn Owl,20250610_071800.WAV,20250610_071800,3.0
Barn Owl,Tyto alba,0.0,3.0,0.2665705978870392,Tyto alba_Barn Owl,20250610_071900.WAV,20250610_071900,3.0
Barn Owl,Tyto alba,3.0,6.0,0.2626739740371704,Tyto alba_Barn Owl,20250610_071900.WAV,20250610_071900,3.0
Barn Owl,Tyto alba,12.0,15.0,0.2389637976884842,Tyto alba_Barn Owl,20250610_071900.WAV,20250610_071900,3.0
Barn Owl,Tyto alba,15.0,18.0,0.2340293973684311,Tyto alba_Barn Owl,20250610_071900.WAV,20250610_071900,3.0
Common True Katydid,Pterophylla camellifolia,15.0,18.0,0.13115833699703217,Pterophylla camellifolia_Common True Katydid,20250610_071900.WAV,20250610_071900,3.0
Western Screech-Owl,Megascops kennicottii,18.0,21.0,0.1369328796863556,Megascops kennicottii_Western Screech-Owl,20250610_071900.WAV,20250610_071900,3.0
Barn Owl,Tyto alba,18.0,21.0,0.11594310402870178,Tyto alba_Barn Owl,20250610_071900.WAV,20250610_071900,3.0
Common True Katydid,Pterophylla camellifolia,18.0,21.0,0.11433617025613785,Pterophylla camellifolia_Common True Katydid,20250610_071900.WAV,20250610_071900,3.0
Barn Owl,Tyto alba,21.0,24.0,0.413395494222641,Tyto alba_Barn Owl,20250610_071900.WAV,20250610_071900,3.0
Western Screech-Owl,Megascops kennicottii,27.0,30.0,0.11107531934976578,Megascops kennicottii_Western Screech-Owl,20250610_071900.WAV,20250610_071900,3.0
Barn Owl,Tyto alba,30.0,33.0,0.1822413206100464,Tyto alba_Barn Owl,20250610_071900.WAV,20250610_071900,3.0
Oriental Scops-Owl,Otus sunia,39.0,42.0,0.21097514033317566,Otus sunia_Oriental Scops-Owl,20250610_071900.WAV,20250610_071900,3.0
Barn Owl,Tyto alba,9.0,12.0,0.18127577006816864,Tyto alba_Barn Owl,20250610_072000.WAV,20250610_072000,3.0
Indian Scops-Owl,Otus bakkamoena,12.0,15.0,0.11009673774242401,Otus bakkamoena_Indian Scops-Owl,20250610_072000.WAV,20250610_072000,3.0
Indian Scops-Owl,Otus bakkamoena,30.0,33.0,0.11222153156995773,Otus bakkamoena_Indian Scops-Owl,20250610_072000.WAV,20250610_072000,3.0
Buff-collared Nightjar,Antrostomus ridgwayi,33.0,36.0,0.14427027106285095,Antrostomus ridgwayi_Buff-collared Nightjar,20250610_072000.WAV,20250610_072000,3.0
Western Screech-Owl,Megascops kennicottii,33.0,36.0,0.101282998919487,Megascops kennicottii_Western Screech-Owl,20250610_072000.WAV,20250610_072000,3.0
Elf Owl,Micrathene whitneyi,39.0,42.0,0.12882429361343384,Micrathene whitneyi_Elf Owl,20250610_072000.WAV,20250610_072000,3.0
Oriental Scops-Owl,Otus sunia,42.0,45.0,0.25438156723976135,Otus sunia_Oriental Scops-Owl,20250610_072000.WAV,20250610_072000,3.0
Barn Owl,Tyto alba,3.0,6.0,0.1635667234659195,Tyto alba_Barn Owl,20250610_072100.WAV,20250610_072100,3.0
Elf Owl,Micrathene whitneyi,9.0,12.0,0.10662348568439484,Micrathene whitneyi_Elf Owl,20250610_072100.WAV,20250610_072100,3.0
Western Screech-Owl,Megascops kennicottii,15.0,18.0,0.14229372143745422,Megascops kennicottii_Western Screech-Owl,20250610_072100.WAV,20250610_072100,3.0
Savi's Warbler,Locustella luscinioides,48.0,51.0,0.1046052798628807,Locustella luscinioides_Savi's Warbler,20250610_072100.WAV,20250610_072100,3.0
Oriental Scops-Owl,Otus sunia,3.0,6.0,0.10643114149570465,Otus sunia_Oriental Scops-Owl,20250610_072200.WAV,20250610_072200,3.0
Common True Katydid,Pterophylla camellifolia,12.0,15.0,0.1145346537232399,Pterophylla camellifolia_Common True Katydid,20250610_072200.WAV,20250610_072200,3.0
Engine,Engine,12.0,15.0,0.10286284238100052,Engine_Engine,20250610_072200.WAV,20250610_072200,3.0
Buff-collared Nightjar,Antrostomus ridgwayi,15.0,18.0,0.12421523779630661,Antrostomus ridgwayi_Buff-collared Nightjar,20250610_072200.WAV,20250610_072200,3.0
Buff-collared Nightjar,Antrostomus ridgwayi,18.0,21.0,0.17556987702846527,Antrostomus ridgwayi_Buff-collared Nightjar,20250610_072200.WAV,20250610_072200,3.0
Barn Owl,Tyto alba,24.0,27.0,0.22701393067836761,Tyto alba_Barn Owl,20250610_072200.WAV,20250610_072200,3.0
Engine,Engine,27.0,30.0,0.56039959192276,Engine_Engine,20250610_072200.WAV,20250610_072200,3.0
Engine,Engine,30.0,33.0,0.10931672900915146,Engine_Engine,20250610_072200.WAV,20250610_072200,3.0
Engine,Engine,33.0,36.0,0.1779307872056961,Engine_Engine,20250610_072200.WAV,20250610_072200,3.0
Buff-collared Nightjar,Antrostomus ridgwayi,42.0,45.0,0.1259736716747284,Antrostomus ridgwayi_Buff-collared Nightjar,20250610_072200.WAV,20250610_072200,3.0
Barn Owl,Tyto alba,45.0,48.0,0.26882505416870117,Tyto alba_Barn Owl,20250610_072200.WAV,20250610_072200,3.0
Barn Owl,Tyto alba,48.0,51.0,0.12896403670310974,Tyto alba_Barn Owl,20250610_072200.WAV,20250610_072200,3.0
Great Horned Owl,Bubo virginianus,15.0,18.0,0.15349987149238586,Bubo virginianus_Great Horned Owl,20250610_072300.WAV,20250610_072300,3.0
Buff-collared Nightjar,Antrostomus ridgwayi,18.0,21.0,0.12133324891328812,Antrostomus ridgwayi_Buff-collared Nightjar,20250610_072300.WAV,20250610_072300,3.0
Barn Owl,Tyto alba,21.0,24.0,0.15017898380756378,Tyto alba_Barn Owl,20250610_072300.WAV,20250610_072300,3.0
Common True Katydid,Pterophylla camellifolia,27.0,30.0,0.1419488936662674,Pterophylla camellifolia_Common True Katydid,20250610_072300.WAV,20250610_072300,3.0
Barn Owl,Tyto alba,36.0,39.0,0.11016659438610077,Tyto alba_Barn Owl,20250610_072300.WAV,20250610_072300,3.0
Buff-collared Nightjar,Antrostomus ridgwayi,39.0,42.0,0.10773519426584244,Antrostomus ridgwayi_Buff-collared Nightjar,20250610_072300.WAV,20250610_072300,3.0
Common True Katydid,Pterophylla camellifolia,42.0,45.0,0.14536307752132416,Pterophylla camellifolia_Common True Katydid,20250610_072300.WAV,20250610_072300,3.0
Common Virtuoso Katydid,Amblycorypha longinicta,45.0,48.0,0.11412838846445084,Amblycorypha longinicta_Common Virtuoso Katydid,20250610_072300.WAV,20250610_072300,3.0
Common True Katydid,Pterophylla camellifolia,21.0,24.0,0.1052534356713295,Pterophylla camellifolia_Common True Katydid,20250610_072400.WAV,20250610_072400,3.0
Barn Owl,Tyto alba,24.0,27.0,0.19581781327724457,Tyto alba_Barn Owl,20250610_072400.WAV,20250610_072400,3.0
Savi's Warbler,Locustella luscinioides,27.0,30.0,0.11546888947486877,Locustella luscinioides_Savi's Warbler,20250610_072400.WAV,20250610_072400,3.0
Savi's Warbler,Locustella luscinioides,33.0,36.0,0.11721041798591614,Locustella luscinioides_Savi's Warbler,20250610_072400.WAV,20250610_072400,3.0
Savi's Warbler,Locustella luscinioides,36.0,39.0,0.10239490121603012,Locustella luscinioides_Savi's Warbler,20250610_072400.WAV,20250610_072400,3.0
Savi's Warbler,Locustella luscinioides,45.0,48.0,0.15354293584823608,Locustella luscinioides_Savi's Warbler,20250610_072400.WAV,20250610_072400,3.0
Oriental Scops-Owl,Otus sunia,51.0,54.0,0.16932404041290283,Otus sunia_Oriental Scops-Owl,20250610_072400.WAV,20250610_072400,3.0
Oriental Scops-Owl,Otus sunia,3.0,6.0,0.10098831355571747,Otus sunia_Oriental Scops-Owl,20250610_072500.WAV,20250610_072500,3.0
Savi's Warbler,Locustella luscinioides,21.0,24.0,0.13089869916439056,Locustella luscinioides_Savi's Warbler,20250610_072500.WAV,20250610_072500,3.0
Savi's Warbler,Locustella luscinioides,24.0,27.0,0.1314326971769333,Locustella luscinioides_Savi's Warbler,20250610_072500.WAV,20250610_072500,3.0
Savi's Warbler,Locustella luscinioides,30.0,33.0,0.16180363297462463,Locustella luscinioides_Savi's Warbler,20250610_072500.WAV,20250610_072500,3.0
Savi's Warbler,Locustella luscinioides,36.0,39.0,0.1267818659543991,Locustella luscinioides_Savi's Warbler,20250610_072500.WAV,20250610_072500,3.0
Oriental Scops-Owl,Otus sunia,36.0,39.0,0.10423976927995682,Otus sunia_Oriental Scops-Owl,20250610_072500.WAV,20250610_072500,3.0
Collared Scops-Owl,Otus lettia,42.0,45.0,0.1140679195523262,Otus lettia_Collared Scops-Owl,20250610_072500.WAV,20250610_072500,3.0
Santa Marta Screech-Owl,Megascops gilesi,45.0,48.0,0.11102695763111115,Megascops gilesi_Santa Marta Screech-Owl,20250610_072500.WAV,20250610_072500,3.0
Savi's Warbler,Locustella luscinioides,6.0,9.0,0.10168255120515823,Locustella luscinioides_Savi's Warbler,20250610_072600.WAV,20250610_072600,3.0
Mottled Wood-Owl,Strix ocellata,18.0,21.0,0.11581078916788101,Strix ocellata_Mottled Wood-Owl,20250610_072600.WAV,20250610_072600,3.0
Oriental Scops-Owl,Otus sunia,48.0,51.0,0.1260199248790741,Otus sunia_Oriental Scops-Owl,20250610_072600.WAV,20250610_072600,3.0
Eurasian Magpie,Pica pica,24.0,27.0,0.12081071734428406,Pica pica_Eurasian Magpie,20250610_072700.WAV,20250610_072700,3.0
Barn Owl,Tyto alba,33.0,36.0,0.5251187086105347,Tyto alba_Barn Owl,20250610_072700.WAV,20250610_072700,3.0
Indian Scops-Owl,Otus bakkamoena,42.0,45.0,0.12217622995376587,Otus bakkamoena_Indian Scops-Owl,20250610_072700.WAV,20250610_072700,3.0
Common True Katydid,Pterophylla camellifolia,15.0,18.0,0.13718841969966888,Pterophylla camellifolia_Common True Katydid,20250610_072800.WAV,20250610_072800,3.0
Common Virtuoso Katydid,Amblycorypha longinicta,6.0,9.0,0.12410189211368561,Amblycorypha longinicta_Common Virtuoso Katydid,20250610_072900.WAV,20250610_072900,3.0
Western Screech-Owl,Megascops kennicottii,12.0,15.0,0.11136958003044128,Megascops kennicottii_Western Screech-Owl,20250610_072900.WAV,20250610_072900,3.0
Common True Katydid,Pterophylla camellifolia,24.0,27.0,0.12968973815441132,Pterophylla camellifolia_Common True Katydid,20250610_072900.WAV,20250610_072900,3.0
Oriental Scops-Owl,Otus sunia,30.0,33.0,0.13624143600463867,Otus sunia_Oriental Scops-Owl,20250610_072900.WAV,20250610_072900,3.0
Indian Scops-Owl,Otus bakkamoena,30.0,33.0,0.11242009699344635,Otus bakkamoena_Indian Scops-Owl,20250610_072900.WAV,20250610_072900,3.0
Engine,Engine,42.0,45.0,0.22808218002319336,Engine_Engine,20250610_072900.WAV,20250610_072900,3.0
Barn Owl,Tyto alba,45.0,48.0,0.10440638661384583,Tyto alba_Barn Owl,20250610_072900.WAV,20250610_072900,3.0
Common True Katydid,Pterophylla camellifolia,3.0,6.0,0.14869321882724762,Pterophylla camellifolia_Common True Katydid,20250610_073000.WAV,20250610_073000,3.0
Oriental Scops-Owl,Otus sunia,15.0,18.0,0.12911327183246613,Otus sunia_Oriental Scops-Owl,20250610_073000.WAV,20250610_073000,3.0
Oriental Scops-Owl,Otus sunia,51.0,54.0,0.1294250786304474,Otus sunia_Oriental Scops-Owl,20250610_073000.WAV,20250610_073000,3.0
Buff-collared Nightjar,Antrostomus ridgwayi,27.0,30.0,0.10820623487234116,Antrostomus ridgwayi_Buff-collared Nightjar,20250610_073100.WAV,20250610_073100,3.0
Cinnamon Screech-Owl,Megascops petersoni,36.0,39.0,0.45805326104164124,Megascops petersoni_Cinnamon Screech-Owl,20250610_073100.WAV,20250610_073100,3.0
Santa Marta Screech-Owl,Megascops gilesi,36.0,39.0,0.10193310678005219,Megascops gilesi_Santa Marta Screech-Owl,20250610_073100.WAV,20250610_073100,3.0
Barn Owl,Tyto alba,3.0,6.0,0.4431830048561096,Tyto alba_Barn Owl,20250610_073200.WAV,20250610_073200,3.0
Barn Owl,Tyto alba,6.0,9.0,0.2243809700012207,Tyto alba_Barn Owl,20250610_073200.WAV,20250610_073200,3.0
Cinnamon Screech-Owl,Megascops petersoni,39.0,42.0,0.3304276764392853,Megascops petersoni_Cinnamon Screech-Owl,20250610_073200.WAV,20250610_073200,3.0
Collared Scops-Owl,Otus lettia,42.0,45.0,0.12127400189638138,Otus lettia_Collared Scops-Owl,20250610_073200.WAV,20250610_073200,3.0
Barn Owl,Tyto alba,48.0,51.0,0.3399399220943451,Tyto alba_Barn Owl,20250610_073200.WAV,20250610_073200,3.0
Cinnamon Screech-Owl,Megascops petersoni,48.0,51.0,0.14724895358085632,Megascops petersoni_Cinnamon Screech-Owl,20250610_073200.WAV,20250610_073200,3.0
Barn Owl,Tyto alba,12.0,15.0,0.14385934174060822,Tyto alba_Barn Owl,20250610_073300.WAV,20250610_073300,3.0
Western Screech-Owl,Megascops kennicottii,15.0,18.0,0.33128267526626587,Megascops kennicottii_Western Screech-Owl,20250610_073300.WAV,20250610_073300,3.0
Eastern Screech-Owl,Megascops asio,15.0,18.0,0.11128512769937515,Megascops asio_Eastern Screech-Owl,20250610_073300.WAV,20250610_073300,3.0
Barn Owl,Tyto alba,18.0,21.0,0.12107294797897339,Tyto alba_Barn Owl,20250610_073300.WAV,20250610_073300,3.0
Mottled Wood-Owl,Strix ocellata,27.0,30.0,0.10302989184856415,Strix ocellata_Mottled Wood-Owl,20250610_073300.WAV,20250610_073300,3.0
Cinnamon Screech-Owl,Megascops petersoni,27.0,30.0,0.10128145664930344,Megascops petersoni_Cinnamon Screech-Owl,20250610_073300.WAV,20250610_073300,3.0
Cinnamon Screech-Owl,Megascops petersoni,30.0,33.0,0.2951880395412445,Megascops petersoni_Cinnamon Screech-Owl,20250610_073300.WAV,20250610_073300,3.0
Cinnamon Screech-Owl,Megascops petersoni,48.0,51.0,0.18641500174999237,Megascops petersoni_Cinnamon Screech-Owl,20250610_073300.WAV,20250610_073300,3.0
Davis's Tree Cricket,Oecanthus exclamationis,51.0,54.0,0.10058712214231491,Oecanthus exclamationis_Davis's Tree Cricket,20250610_073300.WAV,20250610_073300,3.0
Cinnamon Screech-Owl,Megascops petersoni,3.0,6.0,0.25774067640304565,Megascops petersoni_Cinnamon Screech-Owl,20250610_073400.WAV,20250610_073400,3.0
Cinnamon Screech-Owl,Megascops petersoni,30.0,33.0,0.14138759672641754,Megascops petersoni_Cinnamon Screech-Owl,20250610_073400.WAV,20250610_073400,3.0
Cinnamon Screech-Owl,Megascops petersoni,36.0,39.0,0.1497531682252884,Megascops petersoni_Cinnamon Screech-Owl,20250610_073400.WAV,20250610_073400,3.0
Cinnamon Screech-Owl,Megascops petersoni,42.0,45.0,0.10660295933485031,Megascops petersoni_Cinnamon Screech-Owl,20250610_073400.WAV,20250610_073400,3.0
Cinnamon Screech-Owl,Megascops petersoni,45.0,48.0,0.10989267379045486,Megascops petersoni_Cinnamon Screech-Owl,20250610_073400.WAV,20250610_073400,3.0
Cinnamon Screech-Owl,Megascops petersoni,48.0,51.0,0.15879255533218384,Megascops petersoni_Cinnamon Screech-Owl,20250610_073400.WAV,20250610_073400,3.0
Davis's Tree Cricket,Oecanthus exclamationis,48.0,51.0,0.10932492464780807,Oecanthus exclamationis_Davis's Tree Cricket,20250610_073400.WAV,20250610_073400,3.0
Cinnamon Screech-Owl,Megascops petersoni,51.0,54.0,0.19799242913722992,Megascops petersoni_Cinnamon Screech-Owl,20250610_073400.WAV,20250610_073400,3.0
Cinnamon Screech-Owl,Megascops petersoni,24.0,27.0,0.10245214402675629,Megascops petersoni_Cinnamon Screech-Owl,20250610_073500.WAV,20250610_073500,3.0
Davis's Tree Cricket,Oecanthus exclamationis,27.0,30.0,0.1297413408756256,Oecanthus exclamationis_Davis's Tree Cricket,20250610_073500.WAV,20250610_073500,3.0
Jumping Bush Cricket,Orocharis saltator,42.0,45.0,0.10354720801115036,Orocharis saltator_Jumping Bush Cricket,20250610_073500.WAV,20250610_073500,3.0
Red-breasted Flycatcher,Ficedula parva,45.0,48.0,0.3546625077724457,Ficedula parva_Red-breasted Flycatcher,20250610_073500.WAV,20250610_073500,3.0
Cinnamon Screech-Owl,Megascops petersoni,3.0,6.0,0.29783064126968384,Megascops petersoni_Cinnamon Screech-Owl,20250610_073600.WAV,20250610_073600,3.0
Cinnamon Screech-Owl,Megascops petersoni,9.0,12.0,0.1110047921538353,Megascops petersoni_Cinnamon Screech-Owl,20250610_073600.WAV,20250610_073600,3.0
Cinnamon Screech-Owl,Megascops petersoni,15.0,18.0,0.20739293098449707,Megascops petersoni_Cinnamon Screech-Owl,20250610_073600.WAV,20250610_073600,3.0
Common Virtuoso Katydid,Amblycorypha longinicta,15.0,18.0,0.14344294369220734,Amblycorypha longinicta_Common Virtuoso Katydid,20250610_073600.WAV,20250610_073600,3.0
Barn Owl,Tyto alba,18.0,21.0,0.18558654189109802,Tyto alba_Barn Owl,20250610_073600.WAV,20250610_073600,3.0
Cinnamon Screech-Owl,Megascops petersoni,18.0,21.0,0.10931677371263504,Megascops petersoni_Cinnamon Screech-Owl,20250610_073600.WAV,20250610_073600,3.0
Eastern Screech-Owl,Megascops asio,18.0,21.0,0.1002337634563446,Megascops asio_Eastern Screech-Owl,20250610_073600.WAV,20250610_073600,3.0
Common Virtuoso Katydid,Amblycorypha longinicta,30.0,33.0,0.17052114009857178,Amblycorypha longinicta_Common Virtuoso Katydid,20250610_073600.WAV,20250610_073600,3.0
